RecordID,CustomerID,City,Lat Long,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV,Churn Reason
4518,2292-XQWSV,Temple City,"34.101608, -118.055848",Male,No,Yes,Yes,40,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,60.3,2448.5,0,3724,Unknown
4519,9552-TGUZV,Upland,"34.141146, -117.655583",Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,658.1,0,5413,Unknown
4520,5913-INRQV,Upland,"34.105493, -117.660934",Male,Yes,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,90.15,3128.8,0,3202,Unknown
4521,9643-YBLUR,West Covina,"34.061634, -117.893169",Male,No,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,0,2907,Unknown
4522,8734-FNWVH,West Covina,"34.024405, -117.898722",Male,No,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,0,2425,Unknown
4523,9447-YPTBX,Alhambra,"34.090925, -118.128164",Female,No,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,943.1,0,4358,Unknown
4524,9026-LHEVG,Boulevard,"32.677097, -116.304991",Female,No,No,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,359.4,0,2973,Unknown
4525,7011-CVEUC,Chula Vista,"32.607964, -117.059459",Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,0,4535,Unknown
4526,6185-TASNN,Chula Vista,"32.64164, -116.985026",Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,46.3,0,2546,Unknown
4527,7925-PNRGI,Chula Vista,"32.688506, -116.938632",Female,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3541.1,0,3111,Unknown
4528,1552-CZCLL,Descanso,"32.912664, -116.635387",Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,1087.25,0,4277,Unknown
4529,3038-PQIUY,Dulzura,"32.622999, -116.687855",Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.15,2522.4,0,4933,Unknown
4530,9313-CDOGY,Imperial Beach,"32.579134, -117.119009",Male,No,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,0,3854,Unknown
4531,8148-BPLZQ,Jacumba,"32.649787, -116.2237",Male,No,No,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1734.2,0,2711,Unknown
4532,2623-DRYAM,Jamul,"32.695681, -116.798386",Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.75,7069.3,0,5596,Unknown
4533,9987-LUTYD,La Mesa,"32.759327, -116.99726",Female,No,No,No,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.15,742.9,0,3161,Unknown
4534,4488-KQFDT,Lemon Grove,"32.733564, -117.033713",Female,No,No,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,6423,0,4148,Unknown
4535,5693-PIPCS,National City,"32.67102, -117.095235",Male,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.65,4220.35,0,2640,Unknown
4536,0491-KAPQG,Pine Valley,"32.800671, -116.483363",Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.7,1558.7,0,2071,Unknown
4537,1925-LFCZZ,Potrero,"32.619465, -116.593605",Male,Yes,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),50.05,2743.45,0,4932,Unknown
4538,8039-EQPIM,Spring Valley,"32.726627, -116.994608",Male,No,Yes,No,69,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.25,4055.5,0,5717,Unknown
4539,8707-RMEZH,Tecate,"32.587557, -116.636816",Female,Yes,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),87.3,6055.55,0,4148,Unknown
4540,3209-ZPKFI,Borrego Springs,"33.200369, -116.192313",Male,No,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.25,2538.2,0,2320,Unknown
4541,6479-VDGRK,Cardiff By The Sea,"33.015866, -117.272254",Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,6129.2,0,4456,Unknown
4542,9373-WSLOY,Carlsbad,"33.148116, -117.306043",Male,Yes,Yes,No,33,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.0,1750.85,0,5600,Unknown
4543,3569-JFODW,Del Mar,"32.948262, -117.256086",Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.95,6652.45,0,5096,Unknown
4544,9819-FBNSV,El Cajon,"32.785165, -116.862648",Male,Yes,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.25,2575.45,0,4121,Unknown
4545,9544-PYPSJ,El Cajon,"32.79697, -116.969082",Female,Yes,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,0,5868,Unknown
4546,1591-XWLGB,El Cajon,"32.832706, -116.873258",Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1379.6,0,4121,Unknown
4547,0396-UKGAI,Encinitas,"33.054579, -117.25665",Male,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,0,4028,Unknown
4548,3243-ZHOHY,Escondido,"33.081478, -117.033814",Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,296.15,0,5052,Unknown
4549,5186-EJEGL,Escondido,"33.21846, -117.116916",Male,No,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,0,3628,Unknown
4550,7527-QNRUS,Escondido,"33.141265, -116.967221",Male,No,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,412.6,0,3931,Unknown
4551,2203-GHNWN,Julian,"32.980678, -116.262854",Female,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1928.7,0,3816,Unknown
4552,3878-AVSOQ,La Jolla,"32.853743, -117.25034",Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,0,5033,Unknown
4553,3258-SYSWS,Lakeside,"32.909873, -116.906774",Male,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,0,4598,Unknown
4554,5296-PSYVW,Oceanside,"33.351059, -117.420557",Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,0,4169,Unknown
4555,6319-QSUSR,Oceanside,"33.194742, -117.29032",Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,216.2,0,3838,Unknown
4556,0512-FLFDW,Palomar Mountain,"33.309852, -116.823091",Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029,0,6442,Unknown
4557,0487-CRLZF,Poway,"32.984395, -117.013454",Female,No,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,0,4517,Unknown
4558,2107-FBPTK,Ramona,"33.044541, -116.833922",Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,0,5655,Unknown
4559,9451-WLYRI,Ranchita,"33.215251, -116.53633",Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,0,6160,Unknown
4560,8219-VYBVI,Rancho Santa Fe,"33.012751, -117.200617",Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,0,4295,Unknown
4561,1991-VOPLL,San Marcos,"33.162624, -117.170863",Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,0,3248,Unknown
4562,9738-QLWTP,Santa Ysabel,"33.174725, -116.743329",Male,No,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,0,3446,Unknown
4563,1016-DJTSV,Santee,"32.847336, -116.997605",Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,0,5242,Unknown
4564,9419-IPPBE,Solana Beach,"33.001813, -117.263628",Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,0,5692,Unknown
4565,0174-QRVVY,San Marcos,"33.119028, -117.166036",Male,No,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,0,5747,Unknown
4566,5699-BNCAS,Valley Center,"33.25283, -116.986079",Male,Yes,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,0,4788,Unknown
4567,2900-PHPLN,Vista,"33.17494, -117.242761",Female,Yes,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,0,5209,Unknown
4568,8106-GWQOK,Warner Springs,"33.323705, -116.626907",Male,No,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,0,2187,Unknown
4569,8751-EDEKA,Rancho Santa Fe,"32.99356, -117.207121",Female,No,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.9,2433.5,0,3676,Unknown
4570,6878-GGDWG,San Diego,"32.72523, -117.171346",Female,No,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,641.15,0,3846,Unknown
4571,4039-PIMHX,San Diego,"32.716007, -117.117462",Male,Yes,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,0,4306,Unknown
4572,8450-LUGUK,San Diego,"32.747484, -117.166877",Female,No,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,0,3753,Unknown
4573,3604-WLABM,San Diego,"32.741499, -117.127409",Female,No,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583,0,2253,Unknown
4574,0795-GMVQO,San Diego,"32.741859, -117.090353",Male,No,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,0,5416,Unknown
4575,2259-OUUSZ,San Diego,"32.71346, -117.236378",Male,No,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,0,5124,Unknown
4576,1142-IHLOO,San Diego,"32.741852, -117.243453",Female,No,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,0,6021,Unknown
4577,4633-MKHYU,San Diego,"32.787836, -117.232376",Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,0,2952,Unknown
4578,6257-RJOHI,San Diego,"32.76501, -117.19938",Male,No,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,0,4521,Unknown
4579,1545-JFUML,San Diego,"32.805518, -117.169052",Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,0,5295,Unknown
4580,7826-VVKWT,San Diego,"32.707892, -117.05512",Female,Yes,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,0,4309,Unknown
4581,1353-GHZOS,San Diego,"32.762506, -117.07245",Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,0,3947,Unknown
4582,2587-EKXTS,San Diego,"32.765299, -117.122565",Male,No,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,0,2827,Unknown
4583,5442-BXVND,San Diego,"32.825086, -117.199424",Female,No,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,0,5531,Unknown
4584,9753-OYLBX,San Diego,"32.85723, -117.209774",Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,0,4454,Unknown
4585,2364-UFROM,San Diego,"32.808814, -117.134694",Male,No,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2044.75,0,3380,Unknown
4586,6656-JWRQX,San Diego,"32.827238, -117.089287",Female,No,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,0,5565,Unknown
4587,6473-ULUHT,San Diego,"32.886925, -117.152162",Male,No,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,0,2269,Unknown
4588,7688-AWMDX,San Diego,"32.89325, -117.087091",Male,No,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,0,4957,Unknown
4589,2842-BCQGE,San Diego,"32.677716, -117.047666",Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,0,4898,Unknown
4590,7244-QWYHG,San Diego,"32.578103, -117.012975",Male,No,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,0,5363,Unknown
4591,5312-UXESG,Indio,"33.752938, -116.230055",Female,No,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,0,5614,Unknown
4592,2150-WLKUW,Banning,"33.936298, -116.849577",Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,2635,0,2654,Unknown
4593,7159-FVYPK,Beaumont,"33.946982, -116.977672",Female,No,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235,0,2301,Unknown
4594,7032-LMBHI,Blythe,"33.674583, -114.71612",Female,No,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,0,5255,Unknown
4595,6088-BXMRG,Cabazon,"33.929812, -116.76058",Female,No,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,0,3149,Unknown
4596,4821-SJHJV,Calipatria,"33.143826, -115.497485",Female,No,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,0,4444,Unknown
4597,7346-MEDWM,Cathedral City,"33.829583, -116.474131",Female,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,0,4094,Unknown
4598,1137-DGOWI,Coachella,"33.680031, -116.171678",Female,No,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,2198.9,0,5417,Unknown
4599,3812-LRZIR,Desert Hot Springs,"33.948558, -116.516976",Female,No,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,0,2645,Unknown
4600,9483-GCPWE,Earp,"34.137742, -114.36514",Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,0,3444,Unknown
4601,4227-OJHAL,El Centro,"32.770393, -115.60915",Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163,0,4156,Unknown
4602,9220-CXRSC,Heber,"32.730583, -115.501083",Female,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,0,5266,Unknown
4603,4993-JCRGJ,Holtville,"32.811001, -115.152865",Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,0,5471,Unknown
4604,9537-JALFH,Imperial,"32.858595, -115.662709",Male,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,0,6058,Unknown
4605,6698-OXETB,Joshua Tree,"34.167236, -116.281511",Male,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,0,5397,Unknown
4606,2103-ZRXFN,La Quinta,"33.695532, -116.310571",Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,0,3631,Unknown
4607,3724-BSCVH,Mecca,"33.543835, -115.993906",Male,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,0,4613,Unknown
4608,4877-TSOFF,Morongo Valley,"34.097863, -116.594561",Female,No,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,0,4489,Unknown
4609,9209-NWPGU,Niland,"33.345825, -115.596574",Male,No,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,0,5827,Unknown
4610,7306-YDSOI,Ocotillo,"32.698964, -115.886656",Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,0,4665,Unknown
4611,5288-AHOUP,Palm Desert,"33.694501, -116.412711",Male,Yes,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,0,4333,Unknown
4612,0655-YDGFJ,Palm Springs,"33.745746, -116.514215",Male,No,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,0,4825,Unknown
4613,8468-EHYJA,Palo Verde,"33.3249, -114.758334",Female,No,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,0,5106,Unknown
4614,6823-SIDFQ,Parker Dam,"34.273872, -114.192901",Male,No,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,0,5327,Unknown
4615,1097-FSPVW,Pioneertown,"34.201108, -116.593456",Female,No,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,0,5387,Unknown
4616,8328-SKJNO,Seeley,"32.790282, -115.689559",Male,No,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,0,5230,Unknown
4617,7010-ZMVBF,Thermal,"33.53604, -116.119222",Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357,0,2047,Unknown
4618,5201-CBWYG,Salton City,"33.28156, -115.955541",Male,No,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,0,5105,Unknown
4619,6352-GIGGQ,Vidal,"34.264124, -114.717964",Male,No,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,0,4081,Unknown
4620,3635-QQRQD,Westmorland,"33.03679, -115.60503",Male,No,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,1201.65,0,4568,Unknown
4621,2897-DOVND,Winterhaven,"32.852947, -114.850784",Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,0,3527,Unknown
4622,3082-YVEKW,Yucca Valley,"34.159534, -116.425984",Female,No,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,0,2572,Unknown
4623,0191-EQUUH,Landers,"34.341737, -116.539416",Female,No,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,0,2754,Unknown
4624,7134-HBPBS,Adelanto,"34.667815, -117.536183",Female,Yes,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,0,4474,Unknown
4625,3489-HHPFY,Amboy,"34.559882, -115.637164",Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,0,2115,Unknown
4626,2926-JEJJC,Angelus Oaks,"34.1678, -116.86433",Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,0,5066,Unknown
4627,4950-BDEUX,Apple Valley,"34.424926, -117.184503",Male,No,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,0,2782,Unknown
4628,5789-LDFXO,Baker,"35.28952, -116.092214",Male,No,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.6,592.65,0,5448,Unknown
4629,0508-OOLTO,Fort Irwin,"35.349241, -116.770281",Female,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,0,3916,Unknown
4630,2984-TBYKU,Barstow,"34.965648, -117.001509",Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.9,7732.65,0,6378,Unknown
4631,9822-WMWVG,Grand Terrace,"34.029175, -117.307211",Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4,0,4434,Unknown
4632,9040-KZVWO,Big Bear Lake,"34.242058, -116.89802",Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),75.5,2018.1,0,5184,Unknown
4633,1548-ARAGG,Cedar Glen,"34.255203, -117.175654",Female,No,Yes,Yes,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,58.5,224.85,0,5605,Unknown
4634,6339-RZCBJ,Colton,"34.030915, -117.273201",Male,No,No,No,48,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),78.9,3771.5,0,4063,Unknown
4635,4415-WNGVR,Daggett,"34.875144, -116.821698",Female,Yes,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.2,943.85,0,3355,Unknown
4636,2522-AHJXR,Death Valley,"36.27688, -117.033326",Male,No,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.45,6572.85,0,4350,Unknown
4637,0412-UCCNP,Essex,"34.9436, -115.287901",Male,No,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.2,3175.85,0,5162,Unknown
4638,1816-FLZDK,Fawnskin,"34.274846, -116.937581",Male,No,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,29.15,29.15,0,3923,Unknown
4639,7096-UCLNH,Fontana,"34.087558, -117.464096",Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,2313,Unknown
4640,4615-PIVVU,Ludlow,"34.702766, -116.093376",Female,No,No,No,42,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),66.5,2762.75,0,4668,Unknown
4641,8885-QSQBX,Forest Falls,"34.067699, -116.903891",Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),49.55,49.55,0,5277,Unknown
4642,8617-ENBDS,Helendale,"34.757783, -117.33997",Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),73.6,232.5,0,5510,Unknown
4643,9385-NXKDA,Hesperia,"34.361387, -117.337509",Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),82.65,5919.35,0,4324,Unknown
